sentence,entity_1,entity_2,relation_label,entity_1_original,entity_2_original,input_text
"Alzheimer's disease (AD) is a progressive neurodegenerative disorder 
characterized by cognitive decline and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features.",Alzheimer's disease,"amyloid-beta (aÃÂ²) 
plaques and acetylcholine",associated_with,Alzheimer's disease,,"[E1] Alzheimer's disease [/E1] (AD) is a progressive neurodegenerative disorder 
characterized by cognitive decline and memory loss, with [E2] amyloid-bet [/E2]a (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features."
"Alzheimer's disease (AD) is a progressive neurodegenerative disorder 
characterized by cognitive decline and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features.",Alzheimer's disease,memory loss,associated_with,Alzheimer's disease,memory loss,"[E1] Alzheimer's disease [/E1] (AD) is a progressive neurodegenerative disorder 
characterized by cognitive decline and [E2] memory loss [/E2], with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features."
"Alzheimer's disease (AD) is a progressive neurodegenerative disorder 
characterized by cognitive decline and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features.",Alzheimer's disease,ad,equivalent,Alzheimer's disease,AD,"[E1] Alzheimer's disease [/E1] ([E2] AD [/E2]) is a progressive neurodegenerative disorder 
characterized by cognitive decline and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features."
"Alzheimer's disease (AD) is a progressive neurodegenerative disorder 
characterized by cognitive decline and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features.",Alzheimer's disease,cognitive decline,associated_with,Alzheimer's disease,cognitive decline,"[E1] Alzheimer's disease [/E1] (AD) is a progressive neurodegenerative disorder 
characterized by [E2] cognitive decline [/E2] and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features."
"Alzheimer's disease (AD) is a progressive neurodegenerative disorder 
characterized by cognitive decline and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features.",Alzheimer's disease,neurodegenerative disorder,associated_with,Alzheimer's disease,neurodegenerative disorder,"[E1] Alzheimer's disease [/E1] (AD) is a progressive [E2] neurodegenerative disorder [/E2] 
characterized by cognitive decline and memory loss, with amyloid-beta (AÃÂ²) 
plaques and acetylcholine deficits being central pathological features."
"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, Alzheimer's disease (AD) 
and Parkinson's disease (PD).",Alzheimer's disease,epilepsy,ambiguous,Alzheimer's disease,epilepsy,"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as [E2] epilepsy [/E2], [E1] Alzheimer's disease [/E1] (AD) 
and Parkinson's disease (PD)."
"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, Alzheimer's disease (AD) 
and Parkinson's disease (PD).",Alzheimer's disease,parkinson's disease,ambiguous,Alzheimer's disease,Parkinson's disease,"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, [E1] Alzheimer's disease [/E1] (AD) 
and [E2] Parkinson's disease [/E2] (PD)."
"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, Alzheimer's disease (AD) 
and Parkinson's disease (PD).",Alzheimer's disease,ad,equivalent,Alzheimer's disease,AD,"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, [E1] Alzheimer's disease [/E1] ([E2] AD [/E2]) 
and Parkinson's disease (PD)."
"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, Alzheimer's disease (AD) 
and Parkinson's disease (PD).",Alzheimer's disease,pd,ambiguous,Alzheimer's disease,PD,"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, [E1] Alzheimer's disease [/E1] (AD) 
and Parkinson's disease ([E2] PD [/E2])."
"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of neurological disorders, such as epilepsy, Alzheimer's disease (AD) 
and Parkinson's disease (PD).",Alzheimer's disease,neurological disorders,associated_with,Alzheimer's disease,neurological disorders,"Selenium (Se) is essential for many nervous system functions 
including memory, cognition and coordination, which has also been linked to a 
variety of [E2] neurological disorders [/E2], such as epilepsy, [E1] Alzheimer's disease [/E1] (AD) 
and Parkinson's disease (PD)."
"Alzheimer's disease and insomnia: a bibliometric study and visualization 
analysis.",Alzheimer's disease,insomnia,ambiguous,Alzheimer's disease,insomnia,"[E1] Alzheimer's disease [/E1] and [E2] insomnia [/E2]: a bibliometric study and visualization 
analysis."
"Alzheimer's disease (AD) is the fastest-growing neurodegenerative 
disorder globally, with patient numbers expected to rise to 130 million by 2050.",Alzheimer's disease,ad,equivalent,Alzheimer's disease,AD,"[E1] Alzheimer's disease [/E1] ([E2] AD [/E2]) is the fastest-growing neurodegenerative 
disorder globally, with patient numbers expected to rise to 130 million by 2050."
"OBJECTIVE: To conduct a visual analysis of the relationship between Alzheimer's 
disease and insomnia using CiteSpace.",Alzheimer's disease,insomnia,ambiguous,"Alzheimer's 
disease and",insomnia,"OBJECTIVE: To conduct a visual analysis of the relationship between [E1] Alzheimer's 
disease and [/E1] [E2] insomnia [/E2] using CiteSpace."
"Literature on ""insomnia"" and ""Alzheimer's disease"" published between 
January 1, 2000, and October 31, 2024, was retrieved from the Web of Science 
Core Collection.",Alzheimer's disease,insomnia,ambiguous,"Alzheimer's disease"" published between 
January 1, 2000, and October 31, 2024, was retrieved from the Web of Science 
Core Collection",insomnia,"Literature on ""[E2] insomnia [/E2]"" and ""[E1] Alzheimer's disease"" published between 
January 1, 2000, and October 31, 2024, was retrieved from the Web of Science 
Core Collection [/E1]."
"White matter hyperintensities (WMHs) are strongly linked to 
cardiovascular risk factors and other health conditions such as Alzheimer's 
disease.",Alzheimer's disease,white matter hyperintensities,associated_with,"Alzheimer's 
disease",White matter hyperintensities,"[E2] White matter hyperintensities [/E2] (WMHs) are strongly linked to 
cardiovascular risk factors and other health conditions such as [E1] Alzheimer's 
disease [/E1]."
"White matter hyperintensities (WMHs) are strongly linked to 
cardiovascular risk factors and other health conditions such as Alzheimer's 
disease.",Alzheimer's disease,wmhs,associated_with,"Alzheimer's 
disease",WMHs,"White matter hyperintensities ([E2] WMHs [/E2]) are strongly linked to 
cardiovascular risk factors and other health conditions such as [E1] Alzheimer's 
disease [/E1]."
"Optimal IR preserves youthful immune profiles at any age, enhances 
vaccine responses, and reduces burdens of cardiovascular disease, Alzheimer's, 
and serious infections.",Alzheimer's disease,infections,ambiguous,Alzheimer,infections,"Optimal IR preserves youthful immune profiles at any age, enhances 
vaccine responses, and reduces burdens of cardiovascular disease, [E1] Alzheimer [/E1]'s, 
and serious [E2] infections [/E2]."
"Optimal IR preserves youthful immune profiles at any age, enhances 
vaccine responses, and reduces burdens of cardiovascular disease, Alzheimer's, 
and serious infections.",Alzheimer's disease,cardiovascular disease,ambiguous,Alzheimer,cardiovascular disease,"Optimal IR preserves youthful immune profiles at any age, enhances 
vaccine responses, and reduces burdens of [E2] cardiovascular disease [/E2], [E1] Alzheimer [/E1]'s, 
and serious infections."
"Alzheimer's disease (AD) is a progressive neurodegenerative disorder that 
affects more than 50 million people worldwide.",Alzheimer's disease,ad,equivalent,Alzheimer's disease,AD,"[E1] Alzheimer's disease [/E1] ([E2] AD [/E2]) is a progressive neurodegenerative disorder that 
affects more than 50 million people worldwide."
"Alzheimer's disease (AD) is a progressive neurodegenerative disorder that 
affects more than 50 million people worldwide.",Alzheimer's disease,neurodegenerative disorder,associated_with,Alzheimer's disease,neurodegenerative disorder,"[E1] Alzheimer's disease [/E1] (AD) is a progressive [E2] neurodegenerative disorder [/E2] that 
affects more than 50 million people worldwide."
"Alzheimer's disease (AD) is a prominent neurodegenerative ailment 
characterized by the constraints of conventional therapies stemming from 
insufficient medication transport to the brain.",Alzheimer's disease,ad,equivalent,Alzheimer's disease,AD,"[E1] Alzheimer's disease [/E1] ([E2] AD [/E2]) is a prominent neurodegenerative ailment 
characterized by the constraints of conventional therapies stemming from 
insufficient medication transport to the brain."
"Alzheimer's disease (AD) is a prominent neurodegenerative ailment 
characterized by the constraints of conventional therapies stemming from 
insufficient medication transport to the brain.",Alzheimer's disease,neurodegenerative ailment,associated_with,Alzheimer's disease,neurodegenerative ailment,"[E1] Alzheimer's disease [/E1] (AD) is a prominent [E2] neurodegenerative ailment [/E2] 
characterized by the constraints of conventional therapies stemming from 
insufficient medication transport to the brain."
"While it protects the brain from toxins and 
pathogens, it also restricts the delivery of therapeutic agents, posing a 
significant challenge in treating CNS disorders such as Alzheimer's disease, 
Parkinson's disease, and glioblastoma.",Alzheimer's disease,parkinson's disease,ambiguous,Alzheimer's disease,Parkinson's disease,"While it protects the brain from toxins and 
pathogens, it also restricts the delivery of therapeutic agents, posing a 
significant challenge in treating CNS disorders such as [E1] Alzheimer's disease [/E1], 
[E2] Parkinson's disease [/E2], and glioblastoma."
"While it protects the brain from toxins and 
pathogens, it also restricts the delivery of therapeutic agents, posing a 
significant challenge in treating CNS disorders such as Alzheimer's disease, 
Parkinson's disease, and glioblastoma.",Alzheimer's disease,glioblastoma,ambiguous,Alzheimer's disease,glioblastoma,"While it protects the brain from toxins and 
pathogens, it also restricts the delivery of therapeutic agents, posing a 
significant challenge in treating CNS disorders such as [E1] Alzheimer's disease [/E1], 
Parkinson's disease, and [E2] glioblastoma [/E2]."
"Acetylcholinesterase (AChE) is the enzyme targeted by drugs used for the 
symptomatic treatment of cognitive decline associated with Alzheimer's disease.",Alzheimer's disease,cognitive decline,associated_with,Alzheimer's disease,cognitive decline,"Acetylcholinesterase (AChE) is the enzyme targeted by drugs used for the 
symptomatic treatment of [E2] cognitive decline [/E2] associated with [E1] Alzheimer's disease [/E1]."
"Cognitive resilience (CR) contributes to the variability in risk for developing 
and progressing in Alzheimer's disease (AD) among individuals.",Alzheimer's disease,ad,equivalent,Alzheimer's disease,AD,"Cognitive resilience (CR) contributes to the variability in risk for developing 
and progressing in [E1] Alzheimer's disease [/E1] ([E2] AD [/E2]) among individuals."
"Furthermore, we developed a 
Methylation-based Resilience Score (MRS) that successfully predicted future 
cognitive decline in an external dataset from the Alzheimer's Disease 
Neuroimaging Initiative (ADNI), even after accounting for age, sex, APOE ÃÂµ4, 
years of education, baseline diagnosis, and baseline MMSE score.",Alzheimer's disease,cognitive decline,associated_with,"Alzheimer's Disease 
Neuroimaging Initiative (ADNI), even after accounting for age, sex, APOE ÃÂµ4",cognitive decline,"Furthermore, we developed a 
Methylation-based Resilience Score (MRS) that successfully predicted future 
[E2] cognitive decline [/E2] in an external dataset from the [E1] Alzheimer's Disease 
Neuroimaging Initiative (ADNI), even after accounting for age, sex, APOE ÃÂµ4 [/E1], 
years of education, baseline diagnosis, and baseline MMSE score."
"doi: 10.1186/s13195-025-01730-w.

Correction: Investigating the AÃÂ² and tau pathology in autosomal dominant 
Alzheimer's disease: insights from hybrid PET/MRI and network mapping.",Alzheimer's disease,autosomal dominant,associated_with,Alzheimer's disease,autosomal dominant,"doi: 10.1186/s13195-025-01730-w.

Correction: Investigating the AÃÂ² and tau pathology in [E2] autosomal dominant [/E2] 
[E1] Alzheimer's disease [/E1]: insights from hybrid PET/MRI and network mapping."
"Author information:
(1)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA.
(2)Department of Molecular and Human Genetics, Baylor College of Medicine, 
Houston, TX, USA.
(3)Department of Entomology and Nematology and UC Davis Comprehensive Cancer 
Center, University of California, Davis, CA, USA.
(4)Helen and Robert Appel Alzheimer's Disease Research Institute, Weill Cornell 
Medicine, New York, NY, USA.
(5)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA.",Alzheimer's disease,uc,ambiguous,"Alzheimer's Disease Research Institute, Weill Cornell 
Medicine, New York, NY",UC,"Author information:
(1)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA.
(2)Department of Molecular and Human Genetics, Baylor College of Medicine, 
Houston, TX, USA.
(3)Department of Entomology and Nematology and [E2] UC [/E2] Davis Comprehensive Cancer 
Center, University of California, Davis, CA, USA.
(4)Helen and Robert Appel [E1] Alzheimer's Disease Research Institute, Weill Cornell 
Medicine, New York, NY [/E1], USA.
(5)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA."
"Author information:
(1)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA.
(2)Department of Molecular and Human Genetics, Baylor College of Medicine, 
Houston, TX, USA.
(3)Department of Entomology and Nematology and UC Davis Comprehensive Cancer 
Center, University of California, Davis, CA, USA.
(4)Helen and Robert Appel Alzheimer's Disease Research Institute, Weill Cornell 
Medicine, New York, NY, USA.
(5)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA.",Alzheimer's disease,cancer,ambiguous,"Alzheimer's Disease Research Institute, Weill Cornell 
Medicine, New York, NY",Cancer,"Author information:
(1)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA.
(2)Department of Molecular and Human Genetics, Baylor College of Medicine, 
Houston, TX, USA.
(3)Department of Entomology and Nematology and UC Davis Comprehensive [E2] Cancer [/E2] 
Center, University of California, Davis, CA, USA.
(4)Helen and Robert Appel [E1] Alzheimer's Disease Research Institute, Weill Cornell 
Medicine, New York, NY [/E1], USA.
(5)Huffington Center on Aging, Baylor College of Medicine, One Baylor Plaza, 
Houston, TX, 77030, USA."
"Inhibition of sEH has been shown to stabilize the EETs and reduce 
neuroinflammation in AÃÂ² mouse models of Alzheimer's disease (AD).",Alzheimer's disease,ad,equivalent,Alzheimer's disease,AD,"Inhibition of sEH has been shown to stabilize the EETs and reduce 
neuroinflammation in AÃÂ² mouse models of [E1] Alzheimer's disease [/E1] ([E2] AD [/E2])."
"Inhibition of sEH has been shown to stabilize the EETs and reduce 
neuroinflammation in AÃÂ² mouse models of Alzheimer's disease (AD).",Alzheimer's disease,neuroinflammation,associated_with,Alzheimer's disease,neuroinflammation,"Inhibition of sEH has been shown to stabilize the EETs and reduce 
[E2] neuroinflammation [/E2] in AÃÂ² mouse models of [E1] Alzheimer's disease [/E1] (AD)."
